bottleID	site	date	time	dateTimeEST	dateTimeEST5Rounded	dateTimeEST30Rounded	salinityDensitometer	depthM	tempField	tempSTR	tempDIC	tempTA	dicCorrected	taCorrected	phSpec25	pumpSas	voltageSas	purpose	method	grahamCheck	deployment	notes	notFull	dicSuspect	midday	rDateTime	rDateTime30Rounded	precipitation	phInt	seafetDeployment	tempUsed	tempSource	phSpecField	phCalc	dicCalc	pco2	omegaArag	dicDiff	ta35Friss	dic35Friss
4272	nmac	43779	0.371527778	1573376100	1573376100	1573376400	33.86610455	2	25.88	26.0821	NA	NA	2158.300881	2374.926524	7.8869	a	10.29	monitor	SAS	n	24	NA	NA	n	NA	1573376100	1573376400	dry	NA	NA	26.0821	STR	7.870309505	7.879596263	2162.927703	675.5792332	2.587712599	-4.626821538	2360.694333	2128.204738
4269	star	43793	0.352083333	1574584020	1574583900	1574584200	35.58611522	2	25.31	25.2153	NA	NA	2070.125155	2396.930112	8.0285	b	9.72	monitor	SAS	n	25	NA	NA	n	NA	1574584020	1574584200	dry	NA	NA	25.2153	STR	8.024580667	8.063714584	2094.235513	440.6536003	3.443419848	-24.11035755	2403.568808	2112.447824
4270	nmac	43793	0.352083333	1574584020	1574583900	1574584200	35.03300522	2	24.12	24.4645	NA	NA	2083.10021	2377.928377	7.9945	b	10.27	monitor	SAS	n	25	NA	NA	n	NA	1574584020	1574584200	dry	NA	NA	24.4645	STR	8.001833944	8.03232373	2100.815158	468.5970129	3.177677254	-17.71494801	2378.326019	2101.85072
4271	smac	43793	0.352083333	1574584020	1574583900	1574584200	35.07893153	2	25.19	25.2783	NA	NA	2123.235508	2393.026168	7.9884	b	10.13	monitor	SAS	n	25	NA	NA	n	NA	1574584020	1574584200	dry	NA	NA	25.2783	STR	7.98355472	7.97407175	2117.846344	495.3988225	3.181784833	5.389164032	2393.941904	2120.281311
4267	em	43794	0.385416667	1574673300	1574673300	1574674200	33.05926566	7	23.89	26.6742	NA	NA	2063.854225	2409.53218	8.0563	NA	NA	monitor	hand	n	hand 26	NA	NA	n	NA	1574673300	1574674200	dry	NA	NA	26.6742	STR	8.02873536	8.099786557	2108.141682	454.231304	3.550049992	-44.28745639	2386.609883	2044.044464
4253	nmac	43794	0.431944444	1574677320	1574677200	1574677800	35.16930922	2	23.33	24.5419	NA	NA	2089.801792	2363.589663	7.9811	NA	NA	monitor	hand	n	hand 26	NA	NA	n	1	1574677320	1574677800	dry	NA	NA	24.5419	STR	7.987261166	7.995215246	2094.287132	484.2828771	3.087350064	-4.485339963	2365.690594	2099.610164
4254	star	43794	0.454861111	1574679300	1574679300	1574679600	33.64311035	2	23.89	25.167	NA	NA	2072.448507	2376.755244	8.0342	NA	NA	monitor	hand	n	hand 26	NA	NA	n	1	1574679300	1574679600	dry	NA	NA	25.167	STR	8.031004556	8.055393859	2086.874691	436.5310785	3.375751092	-14.42618369	2359.68499	2041.980262
4251	smac	43794	0.477777778	1574681280	1574681400	1574681400	35.65162666	2	25	25.5583	NA	NA	2060.301916	2388.446387	8.0523	NA	NA	monitor	hand	n	hand 26	NA	NA	n	1	1574681280	1574681400	dry	NA	NA	25.5583	STR	8.043208502	8.061174189	2071.515851	415.8988035	3.588879149	-11.21393432	2395.968605	2092.141848
4403	star	43800	0.580555556	1575208560	1575208500	1575208800	35.36204838	2	26	25.8951	NA	NA	2082.859666	2408.30691	8.0479	a	10.12	monitor	SAS	n	26	NA	NA	n	1	1575208560	1575208800	dry	NA	NA	25.8951	STR	8.033750294	8.052328262	2094.431927	431.6122704	3.589767409	-11.57226129	2412.317194	2105.7511
4399	nmac	43800	0.580555556	1575208560	1575208500	1575208800	35.17989198	2	26.12	25.9745	NA	NA	2084.850071	NA	7.9843	a	10	monitor	SAS	n	26	NA	NA	n	1	1575208560	1575208800	dry	NA	NA	25.9745	STR	7.969074508	NA	NA	NA	NA	NA	NA	NA
4401	smac	43800	0.580555556	1575208560	1575208500	1575208800	35.49439527	2	26	25.8144	NA	NA	2093.645226	2388.038644	8.0204	a	NA	monitor	SAS	n	26	NA	NA	n	1	1575208560	1575208800	dry	NA	NA	25.8144	STR	8.007503458	8.004162638	2091.657957	460.2769177	3.390817323	1.987269136	2393.776782	2107.095861
4405	em	43800	0.588194444	1575209220	1575209100	1575208800	35.5061881	7	28.75	26.5809	NA	NA	2062.319756	2431.899431	8.0928	a	9.95	monitor	SAS	n	26	NA	NA	n	1	1575209220	1575208800	dry	NA	NA	26.5809	STR	8.066537406	8.102328928	2086.138061	402.3645726	3.91785156	-23.81830432	2437.147196	2102.017649
4404	star	43814	0.536111111	1576414320	1576414200	1576414800	34.99257489	2	25.19	25.1022	NA	NA	2109.959601	2416.504656	8.0058	b	10.24	monitor	SAS	n	27	NA	NA	n	1	1576414320	1576414800	dry	NA	NA	25.1022	STR	8.003583162	8.037041592	2129.932228	473.8082564	3.310804705	-19.97262629	2416.423281	2129.705169
4402	smac	43814	0.536111111	1576414320	1576414200	1576414800	34.95449134	2	25.19	25.1103	NA	NA	2115.589185	2382.141218	7.9826	b	NA	monitor	SAS	n	27	NA	NA	n	1	1576414320	1576414800	dry	NA	NA	25.1103	STR	7.980266046	7.973873319	2111.995175	498.2204231	3.125549125	3.594009997	2381.59719	2110.578658
4400	nmac	43814	0.536111111	1576414320	1576414200	1576414800	34.49435095	2	25.06	24.766	NA	NA	2150.328032	2415.151736	7.9596	b	10.03	monitor	SAS	n	27	NA	NA	n	1	1576414320	1576414800	dry	NA	NA	24.766	STR	7.962398801	7.976973162	2158.419726	533.150664	3.015629876	-8.091694061	2409.510286	2143.151311
4406	em	43816	0.359027778	1576571820	1576571700	1576571400	35.74999246	7	22.78	25.5313	NA	NA	2084.117953	2444.297272	8.0423	NA	NA	monitor	hand	n	hand 28	NA	NA	n	NA	1576571820	1576571400	dry	NA	NA	25.5313	STR	8.031917494	8.099231789	2127.608148	447.0281287	3.589423347	-43.49019456	2451.759493	2150.105658
4407	nmac	43816	0.398611111	1576575240	1576575300	1576575000	34.08907226	2	23.89	24.5136	NA	NA	2248.121688	2492.501669	7.867	NA	NA	monitor	hand	n	hand 28	NA	NA	n	NA	1576575240	1576575000	dry	NA	NA	24.5136	STR	7.873451398	7.938277316	2281.953593	702.8962768	2.594472398	-33.83190516	2484.284703	2257.421569
4408	star	43816	0.420833333	1576577160	1576577100	1576576800	34.64249124	2	23.89	24.3797	NA	NA	2254.825987	2508.57528	7.8906	NA	NA	monitor	hand	n	hand 28	NA	NA	n	1	1576577160	1576576800	dry	NA	NA	24.3797	STR	7.899058739	7.948544691	2281.519024	657.9366928	2.75000866	-26.6930379	2505.567792	2272.040347
4409	smac	43816	0.436805556	1576578540	1576578600	1576578600	34.52450435	2	23.89	24.4269	NA	NA	2249.548526	2488.052272	7.8981	NA	NA	monitor	hand	n	hand 28	NA	NA	n	1	1576578540	1576578600	dry	NA	NA	24.4269	STR	7.90587281	7.923931159	2259.115731	641.0987076	2.763221588	-9.567205057	2483.75591	2246.157214
4807	star	43828	0.529166667	1577623320	1577623200	1577622600	34.15333448	2	23.94	24.1427	NA	NA	2161.773192	2429.697725	7.9481	a	10.08	monitor	SAS	n	28	NA	NA	n	1	1577623320	1577622600	dry	NA	NA	24.1427	STR	7.960176576	7.994022537	2180.472797	541.5896276	2.945200331	-18.69960514	2420.517884	2155.198588
4808	nmac	43828	0.529166667	1577623320	1577623200	1577622600	33.66278737	2	24.25	24.1581	NA	NA	2174.735357	2438.817129	7.9301	a	9.58	monitor	SAS	n	28	NA	NA	n	1	1577623320	1577622600	dry	NA	NA	24.1581	STR	7.941912738	7.991812988	2201.830162	573.7132651	2.840518522	-27.09480533	2424.469586	2162.179099
4809	smac	43842	0.490972222	1578829620	1578829500	1578830400	34.95056151	2	23.31	23.2803	NA	NA	2147.844515	2446.952891	7.9945	b	10.29	monitor	SAS	n	29	NA	NA	n	1	1578829620	1578830400	dry	NA	NA	23.2803	STR	8.019619403	8.048244685	2164.763084	460.6408018	3.245712228	-16.9185688	2446.453497	2163.298714
4805	star	43842	0.490972222	1578829620	1578829500	1578830400	34.71721239	2	23.12	23.332	NA	NA	2153.444081	2464.30768	8.0009	b	10.17	monitor	SAS	n	29	NA	NA	n	1	1578829620	1578830400	dry	NA	NA	23.332	STR	8.025262238	8.067172822	2178.618429	457.6652946	3.300601458	-25.17434728	2461.573312	2170.298808
4806	nmac	43842	0.490972222	1578829620	1578829500	1578830400	34.34619888	2	23.44	23.3236	NA	NA	2181.507055	2461.500431	7.9608	b	9.89	monitor	SAS	n	29	NA	NA	n	1	1578829620	1578830400	dry	NA	NA	23.3236	STR	7.985153176	8.020611469	2201.637727	512.2241195	3.047402942	-20.13067238	2455.056882	2182.633284
4804	em	43846	0.385416667	1579166100	1579166100	1579167000	36.10112235	7	23.889	24.3171	NA	NA	2074.400213	2403.939461	8.055	NA	NA	monitor	hand	n	hand 30	SeaFET deployment	NA	n	NA	1579166100	1579167000	dry	NA	NA	24.3171	STR	8.062909179	8.072495488	2080.433175	402.5312224	3.591592336	-6.032961417	2416.019726	2114.581145
4801	smac	43846	0.4375	1579170600	1579170600	1579170600	33.88053267	2	22.778	23.8385	NA	NA	2250.473514	2532.061075	7.9804	NA	NA	monitor	hand	n	hand 30	SeaFET deployment	NA	n	1	1579170600	1579170600	dry	NA	NA	23.8385	STR	7.997094164	8.011641674	2258.943707	512.1268475	3.247114521	-8.470192995	2523.207941	2227.849692
4803	nmac	43846	0.482638889	1579174500	1579174500	1579174200	33.97496857	2	22.778	23.9179	NA	NA	2235.500773	2527.495771	7.9878	NA	NA	monitor	hand	n	hand 30	SeaFET deployment	NA	n	1	1579174500	1579174200	dry	NA	NA	23.9179	STR	8.003320113	8.027449107	2249.752727	502.0190076	3.291365366	-14.25195435	2519.274266	2221.083582
4802	star	43846	0.513888889	1579177200	1579177200	1579177800	34.67002044	2	22.778	23.7243	NA	NA	2223.991733	2517.841559	7.9893	NA	NA	monitor	hand	n	hand 30	SeaFET deployment	NA	n	1	1579177200	1579177800	dry	NA	NA	23.7243	STR	8.007729581	8.026170552	2234.961426	491.2009982	3.310354673	-10.96969279	2515.156053	2225.776459
5060	smac	43856	0.484722222	1580038680	1580038800	1580038200	35.73426864	2	24.12	23.9299	NA	NA	2093.370137	2402.345169	8.0507	a	9.94	monitor	SAS	n	30	NA	NA	n	1	1580038680	1580038200	dry	8.0421	3	23.9299	STR	8.066167809	8.051671648	2084.467189	393.4398804	3.566933848	8.902947319	2410.516191	2107.389185
5061	star	43856	0.484722222	1580038680	1580038800	1580038200	35.75261309	2	24.06	23.7901	NA	NA	2096.759996	2399.981787	8.0468	a	9.85	monitor	SAS	n	30	NA	NA	n	1	1580038680	1580038200	dry	8.0637	3	23.7901	STR	8.064373408	8.044415822	2084.598966	395.1214749	3.536337107	12.16102998	2408.402401	2108.0788
5062	smac	43870	0.444444444	1581244800	1581244800	1581244200	34.91519271	2	22.88	22.7489	NA	NA	2126.057433	2409.282999	8.0285	b	9.97	monitor	SAS	n	31	NA	NA	n	1	1581244800	1581244200	dry	8.0216	3	22.7489	STR	8.06176729	8.035208385	2110.456322	403.4493227	3.385111564	15.60111155	2408.333967	2107.809874
5059	star	43870	0.444444444	1581244800	1581244800	1581244200	35.01209817	2	22.81	22.7094	NA	NA	2142.862881	2429.582688	8.0075	b	9.88	monitor	SAS	n	31	NA	NA	n	1	1581244800	1581244200	dry	8.0368	3	22.7094	STR	8.041276085	8.037703999	2140.770392	430.6810881	3.289796114	2.092488777	2429.710683	2141.136401
5056	nmac	43875	0.572916667	1581687900	1581687900	1581688800	33.53553901	2	25	25.1187	NA	NA	2212.798221	2532.119849	8.0493	NA	NA	monitor	hand	n	hand 32	NA	NA	n	1	1581687900	1581688800	dry	8.0366	3	25.1187	STR	8.046827886	8.05870829	2220.235265	446.4721476	3.698719222	-7.437044532	2520.421811	2177.449991
5057	star	43875	0.680555556	1581697200	1581697200	1581697800	34.09169525	2	25	25.2482	NA	NA	2207.048951	2505.070543	8.0101	NA	NA	monitor	hand	n	hand 32	NA	NA	n	NA	1581697200	1581697800	dry	8.0206	3	25.2482	STR	8.005694573	8.019145226	2215.129456	492.6630374	3.432486697	-8.080504852	2497.21274	2188.889558
4997	star	43884	0.441666667	1582454160	1582454100	1582453800	35.22934608	2	NA	22.884	NA	NA	2166.603106	2426.684987	8.0122	a	NA	monitor	SAS	n	32	NA	NA	n	1	1582454160	1582453800	dry	8.0315	3	22.884	STR	8.043358811	7.986053835	2133.759019	426.7527105	3.325387484	32.84408732	2429.1153	2140.70034
4994	smac	43884	0.441666667	1582454160	1582454100	1582453800	35.49239233	2	NA	22.9368	NA	NA	2168.233653	2426.31037	7.9944	a	NA	monitor	SAS	n	32	NA	NA	n	1	1582454160	1582453800	dry	8.0214	3	22.9368	STR	8.02469126	7.978516993	2142.020964	448.4900588	3.228795967	26.21268898	2431.494633	2156.698497
4996	nmac	43884	0.441666667	1582454160	1582454100	1582453800	31.16960069	2	NA	22.7399	NA	NA	2258.905865	2483.386379	7.9571	a	NA	monitor	SAS	n	32	NA	NA	n	1	1582454160	1582453800	dry	8.0073	3	22.7399	STR	7.990188669	7.964867819	2245.800645	524.8565907	2.912002533	13.1052202	2444.478066	2128.540094
4998	star	43898	0.436111111	1583663280	1583663400	1583663400	35.35349376	2	NA	22.4186	NA	NA	2199.327177	2453.336726	8.0035	b	NA	monitor	SAS	n	33	NA	NA	n	1	1583663280	1583663400	dry	8.0261	3	22.4186	STR	8.041650435	7.97696311	2162.420827	433.602078	3.30545259	36.90635033	2456.802955	2172.79541
4995	nmac	43898	0.436111111	1583663280	1583663400	1583663400	33.69392708	2	NA	22.1232	NA	NA	2301.304896	2526.611487	8.0182	b	NA	monitor	SAS	n	33	updated values from Oct26 2020 email from albert	NA	n	1	1583663280	1583663400	dry	8.0229	3	22.1232	STR	8.060894886	7.938450185	2233.026355	429.9823862	3.427913849	68.27854103	2516.014167	2195.543693
4990	em	43903	0.38125	1584090540	1584090600	1584090000	35.91570035	7	NA	24.642	NA	NA	2133.426355	2403.290466	NA	NA	NA	monitor	hand	y	NA	new samples from Oct27 2020 email from Graham	NA	NA	NA	1584090540	1584090000	dry	8.0106	3	24.642	STR	NA	7.970428522	NA	NA	NA	NA	2413.404902	NA
4991	nmac	43903	0.40625	1584092700	1584092700	1584093600	35.2565206	2	NA	23.6026	NA	NA	2208.619665	2451.637157	NA	NA	NA	monitor	hand	y	NA	new samples from Oct27 2020 email from Graham	NA	NA	NA	1584092700	1584093600	dry	8.0214	3	23.6026	STR	NA	7.940445743	NA	NA	NA	NA	2454.171787	NA
4992	star	43903	0.420138889	1584093900	1584093900	1584093600	35.83184637	2	NA	23.8982	NA	NA	2160.658805	2429.659005	NA	NA	NA	monitor	hand	y	NA	new samples from Oct27 2020 email from Graham	NA	NA	1	1584093900	1584093600	dry	8.0304	3	23.8982	STR	NA	7.979102827	NA	NA	NA	NA	2438.256575	NA
4993	smac	43903	0.424305556	1584094260	1584094200	1584093600	35.72833375	2	NA	23.8269	NA	NA	2166.830438	NA	NA	NA	NA	monitor	hand	y	NA	new samples from Oct27 2020 email from Graham	NA	NA	1	1584094260	1584093600	dry	8.024	3	23.8269	STR	NA	NA	NA	NA	NA	NA	NA	NA
5296	star	43912	0.4375	1584873000	1584873000	1584873000	35.31356247	2	NA	25.6152	NA	NA	2354.626465	2393.758545	7.8935	a	NA	monitor	SAS	n	34	NA	NA	y	1	1584873000	1584873000	dry	7.9937	3	25.6152	STR	7.883752385	7.431661863	2168.450087	649.826317	2.67943171	186.1763779	2397.365716	2177.609609
5298	smac	43912	0.4375	1584873000	1584873000	1584873000	35.5074984	2	25.69	25.5551	NA	NA	2359.36792	2370.80835	7.8881	a	9.54	monitor	SAS	n	34	NA	NA	y	1	1584873000	1584873000	dry	8.0002	3	25.5551	STR	7.879243707	7.350370666	2148.57726	650.3936859	2.630437624	210.7906603	2376.942662	2163.604941
5297	nmac	43912	0.4375	1584873000	1584873000	1584873000	31.24218208	2	25.56	25.5545	NA	NA	2399.421875	2418.793701	7.8883	a	9.89	monitor	SAS	n	34	NA	NA	y	1	1584873000	1584873000	dry	7.9482	3	25.5545	STR	7.879452251	7.411663685	2219.441653	687.1575398	2.537491526	179.9802218	2372.942107	2101.499836
4810	em	43912	0.445138889	1584873660	1584873600	1584873000	35.57563318	7	25.31	25.3257	NA	NA	2278.418945	2353.876953	7.9534	a	10.25	monitor	SAS	n	34	NA	NA	y	1	1584873660	1584873000	dry	8.009	3	25.3257	STR	7.946153275	7.535412144	2097.952529	547.0624558	2.928334027	180.4664161	2361.095468	2115.784259
5299	nmac	43926	0.38125	1586077740	1586077800	1586077200	35.76309555	2	26.19	26.1877	NA	NA	2376.062744	2389.976807	7.8958	b	9.85	monitor	SAS	n	35	NA	NA	y	NA	1586077740	1586077200	dry	7.9914	3	26.1877	STR	7.877634619	7.348182971	2160.988013	657.2569111	2.711317139	215.074731	2398.725683	2183.157946
4811	em	43926	0.388888889	1586078400	1586078400	1586079000	35.43805073	7	25.38	25.3676	NA	NA	2285.259033	2381.614746	7.9522	b	10.29	monitor	SAS	n	35	was originally duplicated but this is correct one	NA	y	NA	1586078400	1586079000	dry	7.9738	3	25.3676	STR	7.944331673	7.591469967	2125.162467	557.0817847	2.954047424	160.0965663	2386.786418	2138.448563
5293	em	44007	0.427777778	1593080160	1593080100	1593081000	35.75523371	7	29	29.1916	NA	NA	2239.033691	2366.866699	8.0578	NA	NA	monitor	hand	n	hand 36a	NA	NA	y	1	1593080160	1593081000	wet	7.4697	3	29.1916	STR	7.992597308	7.616935339	2047.8081	478.0182123	3.656239545	191.225591	2376.015482	2072.145073
5292	nmac	44007	0.472222222	1593084000	1593084000	1593084600	33.95004845	2	31	30.6911	NA	NA	2267.361328	2363.477783	8.0449	NA	NA	monitor	hand	n	hand 36a	NA	NA	y	1	1593084000	1593084600	wet	7.9182	3	30.6911	STR	7.959213788	7.537927924	2066.225729	522.6949771	3.568933917	201.1355986	2349.977738	2031.162214
5294	star	44007	0.496527778	1593086100	1593086100	1593086400	34.69886011	2	31	30.1413	NA	NA	2252.948486	2370.359619	8.0432	NA	NA	monitor	hand	n	hand 36a	NA	NA	y	1	1593086100	1593086400	wet	7.9537	3	30.1413	STR	7.965684859	7.59112095	2067.854455	511.9019792	3.581747871	185.0940313	2366.630913	2058.028939
5295	smac	44007	0.524305556	1593088500	1593088500	1593088200	34.82207911	2	32	30.2461	NA	NA	2252.473389	2374.915283	8.0541	NA	NA	monitor	hand	n	hand 36a	NA	NA	y	1	1593088500	1593088200	wet	8.0851	3	30.2461	STR	7.974920991	7.600436567	2064.480763	498.9667497	3.665427858	187.992626	2372.743343	2058.67891
4298	em	44013	0.421527778	1593598020	1593597900	1593597600	35.81550695	7	30	30.1685	NA	NA	2219.308838	2367.255371	8.1026	NA	NA	monitor	hand	n	hand 36b	NA	NA	n	1	1593598020	1593597600	wet	NA	NA	30.1685	STR	8.022442829	7.650315862	2019.3265	436.9969658	3.978319144	199.982338	2377.108819	2046.210035
4299	nmac	44013	0.463194444	1593601620	1593601500	1593601200	32.20745107	2	31	31.5355	NA	NA	2290.052979	2353.611328	7.9595	NA	NA	monitor	hand	n	hand 36b	NA	NA	n	1	1593601620	1593601200	wet	7.8754	3	31.5355	STR	7.862492245	7.457579687	2116.948697	691.0683658	3.003412539	173.1042822	2314.907172	2023.04267
4301	star	44013	0.479166667	1593603000	1593603000	1593603000	31.49172836	2	31	31.4933	NA	NA	2287.541748	2332.639648	7.9731	NA	NA	monitor	hand	n	hand 36b	NA	NA	n	1	1593603000	1593603000	wet	7.8907	3	31.4933	STR	7.876507693	7.413417086	2095.29451	663.7947775	3.021864458	192.247238	2280.574323	1972.227053
4300	smac	44013	0.513888889	1593606000	1593606000	1593606600	31.73467731	2	31	31.3904	NA	NA	2256.570801	2316.701416	7.9743	NA	NA	monitor	hand	n	hand 36b	NA	NA	n	1	1593606000	1593606600	wet	7.9712	3	31.3904	STR	7.879196105	7.45598604	2078.23879	652.7403192	3.014345724	178.3320106	2266.972666	1962.815769
5111	star	44017	0.474305556	1593948180	1593948300	1593948600	34.94270184	2	NA	30.4726	NA	NA	2244.560939	2370.253345	8.0443	a	NA	monitor	SAS	n	36	NA	NA	y	1	1593948180	1593948600	wet	NA	NA	30.4726	STR	7.961859386	7.604367813	2065.26632	515.80527	3.605625473	179.2946192	2369.548657	2063.405612
5112	smac	44017	0.474305556	1593948180	1593948300	1593948600	35.00025829	2	NA	30.4073	NA	NA	2266.265254	2380.850038	8.0152	a	NA	monitor	SAS	n	36	NA	NA	y	1	1593948180	1593948600	wet	NA	NA	30.4073	STR	7.934038176	7.576495617	2091.771494	560.2476825	3.440851564	174.49376	2380.853131	2091.779672
5114	em	44017	0.481944444	1593948840	1593948900	1593948600	35.77357795	7	NA	29.9336	NA	NA	2230.462689	2375.441608	8.0734	a	NA	monitor	SAS	n	36	NA	NA	y	1	1593948840	1593948600	wet	NA	NA	29.9336	STR	7.99701177	7.646413329	2045.672209	472.5317215	3.790917605	184.7904803	2384.622379	2070.633719
4999	em	44021	0.439583333	1594290780	1594290900	1594290600	35.34108166	7	31	NA	NA	NA	2235.327881	2367.528809	8.0747	NA	NA	monitor	hand	n	hand 37	NA	NA	y	1	1594290780	1594290600	wet	NA	NA	31	SAS	7.982428005	7.607077187	2041.099765	491.0533088	3.801045113	194.2281162	2371.702648	2052.284471
5000	nmac	44021	0.470833333	1594293480	1594293600	1594294200	34.4484644	2	31	NA	NA	NA	2259.020752	2359.723389	8.0384	NA	NA	monitor	hand	n	hand 37	NA	NA	y	1	1594293480	1594294200	wet	NA	NA	31	SAS	7.948213353	7.540732023	2062.9156	535.2670921	3.548479681	196.1051517	2352.67436	2044.710361
5063	star	44021	0.500694444	1594296060	1594296000	1594296000	35.26507528	2	31	NA	NA	NA	2258.037842	2375.620117	8.042	NA	NA	monitor	hand	n	hand 37	NA	NA	y	1	1594296060	1594296000	wet	NA	NA	31	SAS	7.95177119	7.573518817	2069.109617	529.6384102	3.624274324	188.9282253	2378.810033	2077.610126
5064	smac	44021	0.545833333	1594299960	1594299900	1594299600	35.33059821	2	30	NA	NA	NA	2254.45752	2380.335693	8.0585	NA	NA	monitor	hand	n	hand 37	NA	NA	y	1	1594299960	1594299600	wet	NA	NA	30	SAS	7.982937063	7.60627655	2062.805554	486.9667117	3.71354907	191.6519657	2384.262608	2073.446598
5110	smac	44031	0.425	1595153520	1595153400	1595152800	33.3138178	2	NA	NA	NA	NA	2288.118218	2345.144833	7.93	b	NA	monitor	SAS	n	37	NA	NA	n	1	1595153520	1595152800	wet	NA	NA	22.9858	NA	7.959282084	7.537889059	2116.847039	527.466062	2.693069527	171.2711794	2322.122293	2062.023144
5113	em	44031	0.432638889	1595154180	1595154300	1595154600	36.25570264	7	NA	NA	NA	NA	2238.916211	2374.9394	8.046	b	NA	monitor	SAS	n	37	NA	NA	n	1	1595154180	1595154600	wet	NA	NA	22.9858	NA	8.074022652	7.717403576	2058.605785	386.0606895	3.466915506	180.3104258	2389.661214	2098.137545
